titledescriptiondatelink
Mince 11: Tom Jones' Gold Extravagance&lt;p&gt;Kitchen tap tips, Steve McClaren’s snake, autopsy etiquette, a recipe, and a song about ‘Yellow Sticker Hour’ up the Asda.&lt;/p&gt;Wed, 10 Apr 2019 19:15:51 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017183/57a1ed26b8804de5aa96152baff9e8fe/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=dcOf6YWbMzD-1_dFo0zizT0XPllgCa51bp8Ex_sFlZ0%3D&token-time=1748390400
Mince 12: Bob's Crime Club&lt;p&gt;Knacking, a horse-related low, Robbie Savage’s home interiors and the horrors of blind servant abuse.&lt;/p&gt;Wed, 10 Apr 2019 19:17:59 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017227/723609466c614f8ba3330b5575a8758c/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=WcmOu83pyytDVHiUDzuAs0SobiicNv2nbohlugpPklA%3D&token-time=1748390400
Mince 13: BobFest Revealed&lt;p&gt;Reaction to Top Gear, a canned chicken, a song that isn’t even new, socks, and some genuine listener feedback.&lt;/p&gt;Wed, 10 Apr 2019 19:20:42 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017279/b182d4568fa14a3aa1ef880c3d031f16/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=QuER6r7uqm0DnJP0agVm3e1UxYVW0PYKw9Hx01ZowaE%3D&token-time=1748390400
Mince 14: The Susanna Hoffs Motorbike Incident&lt;p&gt;Jamie Vardy’s massive piggy bank, a Tabitha Huntley Mystery teaser, Steve McClaren’s night out at the theatre and more revelations about Bob’s relationship with the dirty alderman.&lt;/p&gt;Wed, 10 Apr 2019 19:23:11 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017334/b39d05095d3a43c0887f613cdc56569f/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=1UIRiG-RXBGWDzQOApW5Qomci0Rq6U84kZYX6hMoEyY%3D&token-time=1748390400
Mince 15: My Jambon Hell&lt;p&gt;Observation comedy from Bob’s Marseille hotel room, McClaren’s sunbathing woes, a charity do with the alderman and loads and loads and loads of ham.&lt;/p&gt;Wed, 10 Apr 2019 19:25:09 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017393/0e1adf21164f4cbfb8fc336f9d884acf/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=lCavl3_sILPCmtF7b3UXwU2v8MbR9QLFsJuBWCi41xM%3D&token-time=1748390400
Mince 16: The Alderman's Toffee&lt;p&gt;More observation comedy, the snake goes to the supermarket, ladder chat and poorly slave disposal.&lt;/p&gt;Wed, 10 Apr 2019 19:27:05 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017445/c4ba2e591d024f659cc515dfbef6936f/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=c5xm756HBLBr52lTBzbCZgtRrKW-FTV_R-Di4Jj6t9g%3D&token-time=1748390400
Mince 17: Steve's Stinking Dishcloth&lt;p&gt;McClaren and Hodgson’s beans on toast supper, a mink onesie, a game of London Tig and an upbeat party song.&lt;/p&gt;Wed, 10 Apr 2019 19:28:51 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017495/e08b063cc44e4f988aa06bb23fd5a263/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=IvOZSN2PCUsvxVgHTfZIp0WcqyANJNLx3u_z7C9WW7E%3D&token-time=1748390400
Mince 18: Kiss The Buckle&lt;p&gt;The Alderman gets a new belt, Andy gets some dubious legal advice, Steve and Roy are on the decks and there’s some red hot grouting chat.&lt;/p&gt;Wed, 10 Apr 2019 19:30:45 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017527/1add10e212094294a28ec3cd6c96538f/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=1uWHv0CUYV80-sbJJN1Qjef7qYTDqzxlNozR5ItSjS4%3D&token-time=1748390400
Mince 19: Shopping List Special&lt;p&gt;Bob and Andy forensically study each other’s shopping lists, the Alderman takes Bob for a ride and there’s more observational comedy.&lt;/p&gt;Wed, 10 Apr 2019 19:32:43 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017572/00f013b074f443d6b134a5e29101d0ff/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=VAiM2sz5AR1eC0IL3PcluwxyRgYTLGrivwV_PBNFsbg%3D&token-time=1748390400
Mince 20: Consumer Special&lt;p&gt;Bob &amp;amp; Andy answer listeners’ consumer queries, plus air-fryer sock-drying, Steve McClaren goes on holiday and the Alderman has a kissing rival.&lt;/p&gt;Wed, 10 Apr 2019 19:34:26 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017620/bd839a8a920f47a38b5573abe3167b1d/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=cwJav9GNGfRuOFKkr8Mv2eDFbjG2ObnruGWPjRVs1QY%3D&token-time=1748390400
Mince 21: An Airborne Kissing Mix-Up&lt;p&gt;A £21 million bell, Steve McClaren’s special visitor, Chadwick-weighing and a revelation about Bob’s ice rink.&lt;/p&gt;Wed, 10 Apr 2019 19:37:23 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017662/29eeeb2a03f94bb6af8fde53acaebe46/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=N2NA8ZyjFh3vfmrHU7LWEhKv81xutqY9DlGeaK3xP18%3D&token-time=1748390400
Mince 22: Chadwick Contest&lt;p&gt;Bob and Andy compare the weight of their Chadwicks, there’s a report from a charity football match, some mild caravan chat and we learn about the ‘half rush’.&lt;/p&gt;Wed, 10 Apr 2019 19:39:23 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017733/ac335bed39304a18bdcc8abee30e294e/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=wwDLUgQjkjYqGX-0_632WlvgreqhAClESqJzcuQvxvw%3D&token-time=1748390400
Mince 23: RIP Kenny Pepper&lt;p&gt;An encounter with Jeremy Corbyn, funeral-based homoeroticism and elephant-racing in this week’s episode of the UK’s top gas-powered podcast.&lt;/p&gt;Wed, 10 Apr 2019 19:41:05 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017777/d4d829a823794181a1878dba99dd0955/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=Pq9zyKAArSROzSrfGpZwkHSBHjw1R1ZnHV1-wBDrIps%3D&token-time=1748390400
Mince 24: Clown Car Mercy Dash&lt;p&gt;A Casper update, some pocket money chat, a racist ping pong ball act and a preview of a Gregg Wallace musical.&lt;/p&gt;Wed, 10 Apr 2019 19:42:56 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017818/c5096fbd9e7944f0857c4d30868aa101/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=YJ7Vxr9xN2cb05bo_Y92bGKgpiVe53ghPys0inQGn3I%3D&token-time=1748390400
Mince 25: Inspiration, Sophistication, Integrity and Style&lt;p&gt;Mark Lawrenson’s pest control exploits, some carvery analysis, the latest Casper news and a very strange visit to a Jeremy Corbyn rally…&lt;/p&gt;Wed, 10 Apr 2019 19:45:07 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017850/62d0ebbf703c4a50ad66375f9aff4719/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=QMlunQIoebR-YRDBQvMrlkM_Jc63peeAl6g-hLDZ7ms%3D&token-time=1748390400
Mince 26: Two Whole Roast Crabs&lt;p&gt;Mark Lawrenson and Robson Greene go fishing, pasta comedy, Madcap Crazy Wacky Willy Club and a Casper update.&lt;/p&gt;Wed, 10 Apr 2019 19:47:24 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017885/807f582e5b0b476d9139e805a1b86a9e/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=VcOVW2VGTpfMI9RRxVYkqPk2AzLgBPGbzmPMnYEZxtE%3D&token-time=1748390400
Mince 27: Extreme Bangers&lt;p&gt;A trip to Penrith with Lawro and Robson, drama at Steve’s house and we meet the Secret Soccer Superstar.&lt;/p&gt;Wed, 10 Apr 2019 19:49:16 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017925/8164fb9dd82f4daca6ac3116dd332583/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=qZ17mxH7Dx-mtoomG8wspD6nSVBmpstbGH6tfxCark4%3D&token-time=1748390400
Mince 28: Stop The Clock, Ernie!&lt;p&gt;A couple of new catchphrases, Robson &amp;amp; Lawro try to get to close to Rafa again, tit crickets and some escalator memories.&lt;/p&gt;Wed, 10 Apr 2019 19:51:19 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26017967/5804345061024e05a0b94dd7826f8a8d/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=ZS7ParSBn4f7cdNDLJ9AWo0d4_VWpT6VIUf4eVI5Dqs%3D&token-time=1748390400
Mince 29: Sigh by Romany Distance&lt;p&gt;Lawro’s dinner party goes with a bang, the Spurs squad gang culture, a new Greg(g) Wallace song and Steve McClaren’s brand new nemesis.&lt;/p&gt;Wed, 10 Apr 2019 19:53:19 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018030/73360f70c2144c5fbdb4de8951eb8871/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=HeYrtQxns3FyLLGwEDncI4qN66r-hK9hMnQju2GA6Uk%3D&token-time=1748390400
Mince 30: My Mantelpiece is Marble&lt;p&gt;A Casper kidnap update, Corbyn’s Chadwick boasts, Bob’s latest showdown with the Spurs gangs, and skips for teens.&lt;/p&gt;Wed, 10 Apr 2019 19:55:29 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018077/48d86fa2e3fa4dbda1839d275a9cd114/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=v-Sq1f8A0XkL24r3IO0V_g-kGrc1165m4hueNgnGEJ0%3D&token-time=1748390400
Mince 31: Cuban Chicken Collective&lt;p&gt;A restaurant run-in with Corbyn, Bob goes up the Arsenal, we find out what’s the best chop, and there’s a brand new Scottish song too.&lt;/p&gt;Wed, 10 Apr 2019 19:57:22 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018108/b6d382df7b894cc8af1ee7a1a414e3c1/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=i1B8A2DfAh1i7SLj0ZNB0wAF_hoYBfe2NqtIlbRDOSw%3D&token-time=1748390400
Mince 32: The Alderman and the Apricot&lt;p&gt;Jezza and Bill do some colouring-in, there’s a Gangs of the EPL update and Bob gets a sexy visitor.&lt;/p&gt;Wed, 10 Apr 2019 19:59:33 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018151/c18c22d7c0844ccba647b0d5dfd34ed9/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=bQJFohDx9TFmdoPWe-oLn8kfIq06zxQUNduziQNmud8%3D&token-time=1748390400
Mince 33: Steve's Restaurant Showdown&lt;p&gt;McClaren meets up with the fat lass, an observational sitcom is launched and there’s a shocking turn of events on the Spurs gang scene.&lt;/p&gt;Wed, 10 Apr 2019 20:01:35 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018187/28cb198dedaf4187becfafb702449acb/eyJhIjoxLCJwIjoxfQ%3D%3D/2.mp3?token-hash=dEe87WlYNgltLLVfFhBdIT0gVAsY-2hw0-5QigJAW4Q%3D&token-time=1748390400
Mince 34: Enter The Borthwick&lt;p&gt;Supermarket dash chat, Lawro’s embarrassing ants, more EPL gang action and a tale of marital woe from a remote Scottish island.&lt;/p&gt;Wed, 10 Apr 2019 20:03:29 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018241/7c6dce86c7ec4937bf05ba02ab4549dc/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=SOQfIwXfcSfkh5m2WmBMZZQYAX_b8TH4v6vpxo8daLU%3D&token-time=1748390400
Mince 35: Christmas Mince... Part 1&lt;p&gt;The first half of our Christmas offering, with Lawro &amp;amp; Robson, Gangs of the EPL, observational comedy, the Secret Soccer Superstar and a Scottish song. &lt;/p&gt;Wed, 10 Apr 2019 20:08:35 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018292/0bc90ba502dd40e7b6ec518397926ea5/eyJhIjoxLCJwIjoxfQ%3D%3D/2.mp3?token-hash=KMd10lOHiiaB9BSEFrwwceJ3_AhhmvVnnFH_vc9OaOY%3D&token-time=1748390400
Mince 36: A Christmas Gift To You&lt;p&gt;Here’s a collection of the very best songs from 2016’s episodes. 24 hot hits – everything from Little Mouse to the Scottish dirges. Merry Christmas from Bob and Andy!&lt;/p&gt;Wed, 10 Apr 2019 20:12:59 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018458/18d5f4d9110543fbb0de56f82806bfc0/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=0Au5dUbljdJOfzu6nC6V_nWsSx0GVhqXQ7FCnV25m3k%3D&token-time=1748390400
Mince 37: Christmas Mince... Part 2&lt;p&gt;The second half of our Christmas offering, with Steve &amp;amp; Casper, the Alderman, Corbyn,  some tit and heart chat, and ambitions for 2017.&lt;/p&gt;Wed, 10 Apr 2019 20:16:33 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018495/09704036cb5a4d198e0a2959567da460/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=pkq_s-ZI7Yjm29lDwENw2hWJ7yP601jcgaDD13T3piU%3D&token-time=1748390400
Mince 38: Zlatan Versus Roody Toody&lt;p&gt;Fake news, a shoulder injury origin story, some robot war, and the end of the road for a much-loved character…&lt;/p&gt;Wed, 10 Apr 2019 20:18:39 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018577/82a5c5a8b2b34d5485c1e3268b8f116b/eyJhIjoxLCJwIjoxfQ%3D%3D/2.mp3?token-hash=R4LNN3jvRCM95jooiOpRVjOpqMWCfW1NSCJUl9IFVD0%3D&token-time=1748390400
Mince 39: Instanbul&lt;p&gt;More Manchester United gang activity, Christmas tree cage fighting, an agnostic ballad and another run-in with a South African maniac…&lt;/p&gt;Wed, 10 Apr 2019 20:20:43 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018640/9762f61dcedb44bb8d8c3e7a1753d750/eyJhIjoxLCJwIjoxfQ%3D%3D/2.mp3?token-hash=6NsMkWr3Lg8-E9wmUfeNMaWxvpDlmrA9ysLVt4p605A%3D&token-time=1748390400
Mince 40: Hello, Is It Three You're Cooking For?&lt;p&gt;More from the unruly mangos, the Boro gang arrive, the Secret Soccer Superstar returns, and there’s an exciting announcement…&lt;/p&gt;Wed, 10 Apr 2019 20:22:25 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018680/221d48a275044eaf804c88f15a19ea73/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=XuXEsSCt4BQ3MgdYRYoy_f90JN4Go2lc8Qv3_zH0X9s%3D&token-time=1748390400
Mince 41: Meet Barry Homeowner&lt;p&gt;A new episode of Vince Parsnips’ observational sitcom, another trip to South Africa,  some TV show ideas, and a marital crisis for Lawro.&lt;/p&gt;Wed, 10 Apr 2019 20:24:11 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018710/46e78add17644ca9bf3a09a59d324715/eyJhIjoxLCJwIjoxfQ%3D%3D/2.mp3?token-hash=sbBIvq96QK-e8DvgapJROVUgr8B455_fGiUQmKBK8Y8%3D&token-time=1748390400
Mince 42: Ding Dong, Landlord Here&lt;p&gt;Fresh tales of the Alderman and the Man United gang, a flurry of songs, and more from Barry Homeowner.&lt;/p&gt;Wed, 10 Apr 2019 20:26:21 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018756/41f41d59357f473fae3ae666412cd154/eyJhIjoxLCJwIjoxfQ%3D%3D/2.mp3?token-hash=XwiMPGNQsrB6GFuaW39wXyW2uMTBOH9iQu944mOEf2s%3D&token-time=1748390400
Mince 43: New Potato Season&lt;p&gt;Fresh tales of the Alderman and the Man United gang, a flurry of songs, and more from Barry Homeowner.&lt;/p&gt;Wed, 10 Apr 2019 20:28:18 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018817/adf1a61affe1403ba74f781f26286c24/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=vNIw2pPxFLhJYoU9kEiPrZRRY3na4wdVvLRKcKmKc78%3D&token-time=1748390400
Mince 44: Dinner With Morrissey&lt;p&gt;Bob talks about dining with superstars, there’s a Man United gang update, Barry Homeowner calls round, and Andy tries to get Bob to invest in a chesty health product.&lt;/p&gt;Wed, 10 Apr 2019 20:30:41 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018873/f7eeec2c7f3d412599f58a6e620a4ec9/eyJhIjoxLCJwIjoxfQ%3D%3D/2.mp3?token-hash=F6Z-8fOAIfFbWd6ZJdQgadltxlzM1HTRJ2UJk-QEiFI%3D&token-time=1748390400
Mince 45: Yes Please!&lt;p&gt;We’re BACK with a bumper hour-long episode – and there’s more stuff in it than we could possibly list here. Enjoy…&lt;/p&gt;Wed, 10 Apr 2019 20:33:26 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018919/93951dbdde384799bf1ec6af3b732edb/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=MYDV7FB1IuTsN-eHATKSuo6gFNW2PGf3-RgnCHd-q24%3D&token-time=1748390400
Mince 46: Democracy in a Capsule&lt;p&gt;More EPL holiday fun, Pierce Morgan meets Alan Brazil on a train, Bob has another crack at the South African tale, and we end with a beautiful duet…&lt;/p&gt;Wed, 10 Apr 2019 20:35:47 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26018983/62d5b70293f645b6bccb21148a62ad50/eyJhIjoxLCJwIjoxfQ%3D%3D/2.mp3?token-hash=kbOJZiIwFUoGRydWH2KX96qAVo61sbVfrl3xGsdQu30%3D&token-time=1748390400
Mince 47: Lawrissey's Ironmongers&lt;p&gt;Lawro and Morrissey team up with a new business, the Liverpool gang share some grooming tips, the Secret Soccer Superstar returns and Bob spies on Pierce Morgan again…&lt;/p&gt;Wed, 10 Apr 2019 20:38:52 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26019047/48c4ff544dfb476faf597462538e1415/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=i-BmYesI3TPO4lyPJFV9JsjrW5bHVu1KsJbe-z7ttxM%3D&token-time=1748390400
Mince 48: Milk's Off!&lt;p&gt;An upsetting cinema visit, a kidnap, the kiss of life, some chocolate bar bother, the return of Vince Parsnips and much more…&lt;/p&gt;Wed, 10 Apr 2019 20:44:11 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26019186/03af944197374f028dc430608d15944f/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=9kdjXXmZWZMw1mOhJCFNQxWSQJWVOuPx6ZsjhelcGXE%3D&token-time=1748390400
Mince 49: Rafa and the Spherical Lump&lt;p&gt;The White Harts head to the Toon, Barry Homeowner sings for us, Bob has another frustrating cinema visit and some other stuff happens.&lt;/p&gt;Wed, 10 Apr 2019 20:49:33 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26019231/127086ee99844e3fbe7ff6ad04d3d7fe/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=mUpk3X8H4AgR111bwbiyMuN9Eoyt-d5cQot8ibt4-yQ%3D&token-time=1748390400
Mince 50: The Guy Rowland Salvage Job&lt;p&gt;This episode was almost destroyed by microphone-knack during its recording and only exists thanks to the painstaking sound restoration work of Guy Rowland. If you encounter him in real life, give him a little kiss from us. Or thank him on Twitter at @guyrowlanduk.&lt;/p&gt;Wed, 10 Apr 2019 20:52:23 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26019351/ccd6e62831994320bff08446c672f1f4/eyJhIjoxLCJwIjoxfQ%3D%3D/3.mp3?token-hash=3_G37qE1gRnZN64MOIjWxOjqqO2h5yrX10XzdHaVmLo%3D&token-time=1748390400
Mince 51: Black Pudding To The Rescue&lt;p&gt;Loads of stuff in this comeback episode – EPL, Fake or Legit, South Africa, Alderman, Lenny Biscuits and more, more, more…&lt;/p&gt;Wed, 10 Apr 2019 20:55:32 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26019408/db5c6d8ebe78423db509df4923c84164/eyJhIjoxLCJwIjoxfQ%3D%3D/2.mp3?token-hash=5FZXhXVA1YtPvfB6zGyXFacrHaiXEthymn0xofEJbTw%3D&token-time=1748390400
Mince 52: Three Foot Christmas Tree&lt;p&gt;We’ve got car-scrapping chat, a look in on the British Managers Club, Lenny Biscuits visits Argos, Barry Homeowner sings his CV and there’s an update from Peter Beardsley…&lt;/p&gt;Wed, 10 Apr 2019 20:58:29 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26019469/06c78a509a2d40a2875fa3266a24e798/eyJhIjoxLCJwIjoxfQ%3D%3D/2.mp3?token-hash=nOCUvbgaRt8pT9HROdcwzq4vVZP7wiidDX1U_7KDhxQ%3D&token-time=1748390400
Mince 53: Long Legs, Short Bodies&lt;p&gt;A big meeting of the Gangs of the EPL, more Fake or Legit, Peter Beardsley reacts to recent events and loads more…&lt;/p&gt;Wed, 10 Apr 2019 21:01:04 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26019525/ae51f4f982b54fd0a2739389c0cd4711/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=yCsj9HXx6yyXgNKD3MPM8uHf49crsagcEikmP2QPf5I%3D&token-time=1748390400
Mince 54: Crunch Crunch Ooops&lt;p&gt;German shampoo, vending machines, Harry Kane goes up against the Klopp Tops, Dom Littlewood hosts a brand new quiz, an update from Peter Beardsley and loads more…&lt;/p&gt;Wed, 10 Apr 2019 21:04:31 GMThttps://c10.patreonusercontent.com/4/patreon-media/p/post/26019583/0d0da10bd82b46a6a005315295175008/eyJhIjoxLCJwIjoxfQ%3D%3D/1.mp3?token-hash=YJPGDqpy0D7zHWff1D0Ik5yUOmqZkW03kkuWgiH8fvM%3D&token-time=1748390400
